,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,SaleType,PorchTotalSF,ProxCondition_Norm,BldgType_Is_1Fam,Heating_Is_GasA,HeatingQC_Is_OK,SalePrice
821,20,RH_or_RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Other,Mod,Tier_3,1Story,4_or_3,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Fa,Ex_or_TA_or_Gd,Stone_or_CBlock,936.0,N,SBrkr,936,0,936,0_or_1,0_or_2,TA,4,False,4_or_2,Y,0,Other,144,True,False,True,True,93000
822,60,FV_or_RL,,12394,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,847.0,Y,SBrkr,847,886,1733,2,1,Gd,7,True,4_or_2,Y,100,Other,48,True,True,True,True,225000
823,50,FV_or_RL,60.0,9900,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,778.0,Y,SBrkr,944,545,1489,2,0_or_2,TA,7,True,1,Y,335,Other,0,True,True,True,True,139500
824,20,FV_or_RL,81.0,11216,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1489.0,Y,SBrkr,1489,0,1489,2,0_or_2,Gd,7,True,4_or_2,Y,0,New_or_Con,140,True,True,True,True,232600
825,20,FV_or_RL,114.0,14803,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,1Story,10_or_9,9_or_5,Hip,CemntBd,BrkFace,816.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,2078.0,Y,SBrkr,2084,0,2084,2,0_or_2,Ex,7,True,3,Y,188,New_or_Con,45,False,True,True,True,385000
826,45,RH_or_RM,50.0,6130,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,784.0,Y,SBrkr,784,0,784,0_or_1,0_or_2,Gd,5,False,0,Y,0,Other,116,True,True,True,False,109500
827,20,FV_or_RL,65.0,8529,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1454.0,Y,SBrkr,1434,0,1434,2,0_or_2,Gd,6,True,4_or_2,Y,290,Other,39,True,True,True,True,189000
828,60,FV_or_RL,,28698,Pave,No_Alley_Access,IR2,Low,AllPub,CulDSac_or_FR3,Sev,Tier_2,2Story,5,9_or_5,Flat,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1013.0,Y,SBrkr,1160,966,2126,2,1,TA,7,False,4_or_2,Y,486,Other,225,True,True,True,True,185000
829,160,FV_or_RL,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,600.0,Y,SBrkr,520,623,1223,2,1,Gd,4,False,4_or_2,Y,0,Other,166,True,False,True,True,147400
830,20,FV_or_RL,80.0,11900,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,387.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1392.0,Y,Other,1392,0,1392,0_or_1,1,TA,6,True,4_or_2,Y,0,Other,192,True,True,True,True,166000
831,160,FV_or_RL,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,600.0,Y,SBrkr,520,600,1200,2,1,Gd,4,False,4_or_2,Y,0,Other,166,True,False,True,True,151000
832,60,FV_or_RL,44.0,9548,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,2Story,7,7_or_8_or_6,Gable,VinylSd,BrkFace,223.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,941.0,Y,SBrkr,941,888,1829,2,1,Gd,7,True,4_or_2,Y,192,Other,39,True,True,True,True,237000
833,20,FV_or_RL,100.0,10004,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,180.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1516.0,Y,SBrkr,1516,0,1516,0_or_1,1,TA,6,False,4_or_2,Y,0,Other,152,True,True,True,True,167000
834,20,FV_or_RL,75.0,7875,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,VinylSd,BrkFace,136.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1144.0,Y,SBrkr,1144,0,1144,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,False,139950
835,20,FV_or_RL,60.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1067.0,Y,SBrkr,1067,0,1067,2,0_or_2,Gd,4,False,4_or_2,Y,290,Other,0,True,True,True,True,128000
836,30,RH_or_RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,1559.0,Y,SBrkr,1559,0,1559,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,346,True,True,True,False,153500
837,160,RH_or_RM,21.0,1680,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,158.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,483.0,Y,SBrkr,483,504,987,0_or_1,1,TA,5,False,1,Y,0,Other,0,True,False,True,True,100000
838,20,FV_or_RL,75.0,9525,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1099.0,Y,SBrkr,1099,0,1099,0_or_1,1,Gd,6,False,1,Y,278,Other,0,True,True,True,True,144000
839,50,FV_or_RL,70.0,11767,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,768.0,Y,SBrkr,768,432,1200,0_or_1,0_or_2,TA,6,False,1,Y,0,Other,0,True,True,True,True,130500
840,70,RH_or_RM,,12155,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,672.0,N,SBrkr,810,672,1482,2,0_or_2,Fa,7,False,1,P_or_N,0,Other,254,True,True,True,True,140000
841,70,RH_or_RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,650.0,Y,SBrkr,958,581,1539,2,0_or_2,Gd,8,True,4_or_2,P_or_N,70,Other,146,True,True,True,False,157500
842,80,FV_or_RL,82.0,9020,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,183.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1127.0,Y,SBrkr,1165,0,1165,0_or_1,1,TA,6,False,4_or_2,Y,0,Other,129,True,True,True,True,174900
843,90,FV_or_RL,80.0,8000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,2_or_4_or_3_or_1,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1800.0,N,SBrkr,1800,0,1800,2,0_or_2,TA,10,False,0,Y,0,Other,0,False,False,True,True,141000
844,50,RH_or_RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,876.0,Y,SBrkr,876,540,1416,0_or_1,1,TA,7,True,3,Y,418,Other,194,False,True,True,False,153900
845,85,FV_or_RL,,16647,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_3,Other,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1390.0,Y,SBrkr,1701,0,1701,2,0_or_2,TA,6,True,4_or_2,Y,0,Other,0,False,True,True,True,171000
846,60,FV_or_RL,75.0,9317,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,137.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,740.0,Y,SBrkr,1006,769,1775,2,1,Gd,7,True,4_or_2,Y,234,Other,264,True,True,True,True,213000
847,20,FV_or_RL,36.0,15523,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,True,1,Y,0,Other,0,True,True,True,True,133500
848,50,FV_or_RL,75.0,45600,Pave,No_Alley_Access,IR2,Bnk,AllPub,Other,Gtl,Tier_2,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,907.0,Y,SBrkr,1307,1051,2358,3,0_or_2,TA,10,True,4_or_2,Y,486,Other,215,True,True,True,True,240000
849,80,FV_or_RL,80.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,Other,6,7_or_8_or_6,Hip,Plywood,BrkFace,360.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,528.0,Y,SBrkr,1094,761,1855,2,1,TA,7,True,4_or_2,Y,113,Other,100,False,True,True,True,187000
850,120,RH_or_RM,36.0,4435,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Gable,VinylSd,BrkFace,170.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,848.0,Y,SBrkr,848,0,848,0_or_1,0_or_2,Gd,3,False,4_or_2,Y,140,Other,0,True,False,True,True,131500
851,120,FV_or_RL,,3196,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,BrkFace,40.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1273.0,Y,SBrkr,1456,0,1456,2,0_or_2,Gd,7,True,4_or_2,Y,143,Other,20,True,False,True,True,215000
852,75,FV_or_RL,53.0,7128,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,918.0,Y,SBrkr,918,728,1646,2,0_or_2,TA,7,True,1,Y,0,Other,126,True,True,True,False,164000
853,80,FV_or_RL,,12095,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,115.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1127.0,Y,SBrkr,1445,0,1445,0_or_1,1,TA,7,True,4_or_2,Y,180,Other,0,True,True,True,True,158000
854,20,FV_or_RL,102.0,17920,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,2_or_4_or_3_or_1,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1763.0,Y,SBrkr,1779,0,1779,0_or_1,1,TA,6,True,4_or_2,Y,0,Other,730,True,True,True,True,170000
855,20,FV_or_RL,,6897,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1040.0,Y,SBrkr,1040,0,1040,0_or_1,1,TA,6,False,1,Y,0,Other,104,True,True,True,True,127000
856,80,FV_or_RL,,10970,Pave,No_Alley_Access,IR1,Low,AllPub,Other,Mod,Tier_2,Other,6,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,940.0,Y,SBrkr,1026,0,1026,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,34,True,True,True,True,147000
857,60,FV_or_RL,65.0,8125,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,702.0,Y,SBrkr,702,779,1481,2,1,TA,6,True,4_or_2,Y,0,Other,36,True,True,True,False,174000
858,20,FV_or_RL,80.0,10400,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,189.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1090.0,Y,SBrkr,1370,0,1370,2,0_or_2,TA,6,True,4_or_2,Y,0,Other,0,True,True,True,True,152000
859,60,FV_or_RL,,11029,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,220.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1054.0,Y,SBrkr,1512,1142,2654,2,1,Gd,9,True,4_or_2,Y,0,Other,287,False,True,True,True,250000
860,50,FV_or_RL,55.0,7642,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,Other,7,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,BrkTil,912.0,Y,SBrkr,912,514,1426,0_or_1,1,Gd,7,True,1,Y,0,Other,240,True,True,True,False,189950
861,190,FV_or_RL,75.0,11625,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,2_or_4_or_3_or_1,Hip,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1039.0,Y,SBrkr,1039,0,1039,0_or_1,1,TA,6,False,4_or_2,Y,0,Other,0,True,False,True,True,131500
862,20,FV_or_RL,81.0,9672,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1040.0,Y,SBrkr,1097,0,1097,2,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,True,152000
863,20,FV_or_RL,70.0,7931,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Hip,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1148.0,Y,SBrkr,1148,0,1148,0_or_1,0_or_2,TA,6,False,1,Y,0,Other,0,True,True,True,True,132500
864,20,FV_or_RL,72.0,8640,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1372.0,Y,SBrkr,1372,0,1372,2,0_or_2,Gd,6,False,4_or_2,Y,0,New_or_Con,140,True,True,True,True,250580
865,20,FV_or_RL,,8750,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,76.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1002.0,Y,SBrkr,1002,0,1002,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,0,True,True,True,True,148500
866,20,FV_or_RL,67.0,10656,Pave,No_Alley_Access,IR1,HLS,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,Stone,274.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1638.0,Y,SBrkr,1646,0,1646,2,0_or_2,Gd,6,True,3,Y,192,New_or_Con,80,True,True,True,True,248900
867,20,FV_or_RL,85.0,6970,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1040.0,Y,SBrkr,1120,0,1120,0_or_1,1,Fa,5,False,4_or_2,Y,168,Other,0,False,True,True,True,129000
868,60,FV_or_RL,,14762,Pave,No_Alley_Access,IR2,Lvl,AllPub,Other,Gtl,Tier_2,2Story,5,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,Y,SBrkr,1547,720,2320,2,0_or_2,TA,7,True,4_or_2,P_or_N,120,Other,144,False,True,True,False,169000
869,60,FV_or_RL,80.0,9938,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,246.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1050.0,Y,SBrkr,1062,887,1949,2,1,Gd,8,True,4_or_2,Y,156,Other,90,True,True,True,True,236000
870,20,FV_or_RL,60.0,6600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,894.0,N,SBrkr,894,0,894,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,False,True,True,False,109500
871,60,FV_or_RL,70.0,8750,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkFace,116.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,804.0,Y,SBrkr,804,878,1682,2,1,Gd,7,False,4_or_2,Y,0,Other,77,True,True,True,True,200500
872,20,FV_or_RL,74.0,8892,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,105.0,Y,SBrkr,910,0,910,0_or_1,0_or_2,Gd,5,False,4_or_2,Y,196,Other,150,True,True,True,False,116000
873,40,FV_or_RL,60.0,12144,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,832.0,Y,SBrkr,1036,0,1268,0_or_1,0_or_2,TA,6,True,1,Y,0,Other,28,True,True,True,False,133000
874,50,RH_or_RM,52.0,5720,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,676.0,Y,SBrkr,676,455,1131,0_or_1,1,TA,5,False,1,Y,26,Other,0,False,True,True,True,66500
875,60,FV_or_RL,75.0,9000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,CemntBd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1184.0,Y,SBrkr,1184,1426,2610,2,1,Ex,11,True,4_or_2,Y,208,New_or_Con,364,True,True,True,True,303477
876,20,FV_or_RL,94.0,25286,Pave,No_Alley_Access,Reg,HLS,AllPub,Other,Mod,Tier_3,1Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1064.0,Y,SBrkr,1040,0,1040,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,0,True,True,True,False,132250
877,60,FV_or_RL,74.0,8834,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,VinylSd,Stone,216.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1462.0,Y,SBrkr,1462,762,2224,2,1,Ex,10,True,3,Y,184,Other,0,True,True,True,True,350000
878,85,FV_or_RL,88.0,11782,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1109.0,Y,SBrkr,1155,0,1155,0_or_1,0_or_2,Gd,6,False,4_or_2,Y,192,Other,0,True,True,True,True,148000
879,20,FV_or_RL,,7000,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,VinylSd,BrkFace,90.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,6,False,1,Y,0,Other,0,True,True,True,True,136500
880,20,FV_or_RL,60.0,7024,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1090.0,Y,SBrkr,1090,0,1090,0_or_1,1,TA,5,False,4_or_2,Y,0,Other,49,True,True,True,False,157000
881,50,FV_or_RL,44.0,13758,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,117.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1156.0,Y,SBrkr,1187,530,1717,2,1,Gd,7,True,4_or_2,Y,168,Other,36,True,True,True,True,187500
882,60,FV_or_RL,,9636,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,808.0,Y,SBrkr,808,785,1593,2,1,TA,7,True,4_or_2,Y,342,Other,40,True,True,True,False,178000
883,75,FV_or_RL,60.0,6204,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_3,Other,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,795.0,N,SBrkr,954,795,2230,0_or_1,0_or_2,TA,10,False,1,Y,0,Other,188,True,True,True,True,118500
884,20,FV_or_RL,65.0,7150,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,60.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,892.0,Y,SBrkr,892,0,892,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,True,100000
885,120,FV_or_RL,50.0,5119,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,10_or_9,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,60.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1698.0,Y,SBrkr,1709,0,1709,2,0_or_2,Gd,5,True,4_or_2,Y,97,Other,65,True,False,True,True,328900
886,90,FV_or_RL,70.0,8393,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,122.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1626.0,Y,SBrkr,1712,0,1712,2,0_or_2,TA,8,False,4_or_2,Y,272,Other,54,True,False,True,True,145000
887,50,FV_or_RL,59.0,16466,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,816.0,Y,SBrkr,872,521,1393,0_or_1,1,TA,8,False,1,Y,121,Other,265,True,True,True,True,135500
888,20,FV_or_RL,95.0,15865,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Mod,Tier_3,1Story,8,7_or_8_or_6,Flat,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,2217.0,Y,SBrkr,2217,0,2217,2,0_or_2,Gd,8,True,4_or_2,Y,81,Other,431,True,True,True,True,268000
889,20,FV_or_RL,128.0,12160,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,2_or_4_or_3_or_1,Hip,HBoard_to_MetalSd,BrkFace,90.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1505.0,Y,SBrkr,1505,0,1505,0_or_1,0_or_2,TA,6,True,4_or_2,Y,0,Other,162,False,True,True,True,149500
890,50,FV_or_RL,60.0,8064,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,672.0,Y,SBrkr,672,252,924,0_or_1,0_or_2,TA,6,True,4_or_2,Y,0,Other,0,False,True,True,True,122900
891,60,FV_or_RL,70.0,11184,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,92.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,918.0,Y,SBrkr,918,765,1683,2,1,TA,7,True,4_or_2,Y,243,Other,0,True,True,True,False,172500
892,20,FV_or_RL,70.0,8414,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1059.0,Y,SBrkr,1068,0,1068,0_or_1,0_or_2,TA,6,False,1,Y,192,Other,0,True,True,True,True,154500
